Assets - Total,Cash,Debt in Current Liabilities - Total,Long-Term Debt - Total,Earnings Before Interest,Gross Profit (Loss),Liabilities - Total,Retained Earnings,Total debt/total asset,total asset/total libiilities,EBTI/total asset,gross profit/rev,EBTI/REV,Dividends per Share - Pay Date - Calendar,Sales/Turnover (Net),Stockholders Equity - Total,Interest and Related Expense - Total,Market Value - Total - Fiscal,Book Value Per Share,Common Equity - Liquidation Value,Comprehensive Income - Parent,Employees,Inventories - Total,Earnings Per Share from Operations,Revenue - Total,Operating Activities - Net Cash Flow,Financing Activities - Net Cash Flow,Net Cash Flow
30100.2,1319.2,96.7,5061.1,877.7,877.7,27843.2,-32.7,0.16814174,1.081061085,0.029159275,0.147191011,0.147191011,0,5963,2257,321.9,2654.1235,7.1262,1441.6,171.1,14.427,635.2,-0.33,5963,607.9,740.4,1348.3
4586.7,313.8,20,875,632.8,1256.9,2601.7,1770.9,0.190768962,1.762962678,0.137964114,0.184374587,0.092825395,0.62,6817.1,1985,60.4,3525.1568,24.8607,1985,254.7,12,960.9,3.67,6817.1,170.4,-476,-305.6
10456.9,349.5,11.3,742.4,469.1,687.6,5917.3,2961.9,0.070996184,1.767174218,0.044860331,0.267965705,0.182813718,1,2566,4539.6,41.9,3771.8385,667.6579,3996.6,211.1,2.635,0,50.85,2566,118.8,-129.6,-10.8
9518.151,689.782,801.445,532.5,407.043,407.043,7196.113,677.974,0.05594574,1.32267948,0.042764924,0.180527048,0.180527048,0,2254.748,2322.038,34.052,,35.0042,2322.038,172.766,6.085,908.794,3.09,2254.748,250.269,123.197,373.466
24621,338,59,7813,4164,4455,14936,5877,0.317330734,1.648433315,0.169123919,0.555555556,0.519266741,0.28,8019,9685,529,10280.444,13.0666,9685,3397,3.129,0,2.7,8019,2667,-39,2628
61689,7369,0,15092,8441,10913,39371,11608,0.244646533,1.566863935,0.136831526,0.666442748,0.515480916,0.99,16375,22318,1759,41794.5,38.936,19725,-1982,6.1,243,4.75,16375,8466,1675,10141
801510,46984,200331,132032,11967,11967,729406,43377,0.164729074,1.098853039,0.014930569,0.317755769,0.317755769,0.35,37661,72104,3572,75698.024,33.2551,64880,3312,55.802,335575,2.48,37661,1131,23143,24274
172384,8669,2000,20645,31749,63762,82600,21418,0.119761695,2.086973366,0.184176026,0.737550751,0.367248499,1.15,86451,89784,597,343566.3,10.8974,89784,24039,128,2660,2.69,86451,32231,-8394,23837
2157.367,99.129,17.275,739.434,357.21,488.554,1324.964,430.634,0.342748359,1.628245749,0.165576835,0.195661794,0.14305962,0.5,2496.931,832.403,59.584,953.4825,8.7491,833.376,41.058,4.9,182.161,0.85,2496.931,202.469,13.483,215.952
1388.933,119.296,34,461.346,13.883,97.707,928.98,-334.06,0.332158571,1.495116149,0.009995443,0.785527077,0.111614034,0,124.384,459.953,14.697,1091.072,17.9669,459.953,135.691,0.257,40.61,-0.43,124.384,11.414,513.838,525.252
9528.097,906.68,1743.101,3761.528,1624.759,2865.207,6618.811,7944.097,0.394782715,1.43954813,0.170522928,0.460014983,0.260858459,1.1,6228.508,2909.286,164.696,13964.8131,13.731,2909.286,662.344,6.5,448.871,3.92,6228.508,1146.677,-536.096,610.581
8416.902,586.315,455.382,2944.204,480.121,906.537,4556.205,3229.197,0.349796635,1.847349274,0.057042484,0.211706457,0.112124178,0,4282.047,3860.697,164.471,5592.7197,22.0192,3854.376,339.581,3.5,6596.266,1.94,4282.047,313.2,952.234,1265.434
7042,127,375,2126,594,594,5131,993,0.301902869,1.372442019,0.084351037,0.312631579,0.312631579,1.11,1900,1911,118,2959.3652,24.4286,1911,173,2.6,82,2.24,1900,518,496,1014
2351.335,544.938,0,599.23,494.3,902.167,1227.08,4887.187,0.254846715,1.916203508,0.210221002,0.202591251,0.111000353,0,4453.139,1124.255,24.994,5163.8112,277.6624,1124.255,281.63,3.942,1373.416,65.83,4453.139,184.549,-486.301,-301.752
10785.829,1117.4,603.229,911.086,739.468,3769.461,4009.924,6916.2,0.084470651,2.689783896,0.068559218,0.908946689,0.178311167,0,4147.065,6775.905,59.732,36654.6211,13.6203,6775.905,214.198,12.499,0,0.58,4147.065,1287.482,-507.283,780.199
3408.8,66.7,20.8,2110.8,582.7,716.8,2611.4,-1879.6,0.61922084,1.30535345,0.17093992,0.301899507,0.245419703,0.75,2374.3,712.7,110.7,3376.3649,5.3555,470.155,221.6,29,0,2.24,2374.3,444.9,434.2,879.1
9337,294,92,3711,1609,2571,6042,7289,0.397451001,1.545349222,0.172325158,0.507500987,0.31760758,0,5066,3295,164,17054.091,13.712,3295,751,21,0,3.04,5066,1306,-1126,180
4757.55,358.768,222.2,2354.325,126.249,417.718,3161.64,1370.248,0.4948608,1.504772839,0.026536558,0.173980372,0.052582958,0.1,2400.949,1595.91,171.541,1615.6494,17.3553,1595.91,914.857,1.59,3218.387,0.99,2400.949,-630.691,501.718,-128.973
62497.1,102.5,151.9,2628.7,854,854,53944.7,7499.2,0.042061152,1.158540135,0.013664634,0.081231214,0.081231214,0.62,10513.2,8552.4,154.3,8800.5728,33.8964,8552.4,324.8,9.5,0,1.82,10513.2,1223.6,-328.6,895
8543,223,632,3320,1411,3092,7112,1277,0.388622264,1.201209224,0.165164462,0.374152953,0.170740561,1,8264,1431,119,10579.4581,5.9813,1431,280,11.65,388,2.94,8264,982,-789,193
3119.063,576.143,0.262,3.98,1347.501,1536.095,922.262,528.951,0.001276024,3.381970633,0.432021091,0.178961864,0.156989829,0,8583.365,2196.801,86.797,8493.5609,8.4697,2193.895,694.842,35,790.305,2.83,8583.365,1066.692,-905.595,161.097
4125.59,581.312,39.361,519.407,570.781,1597.833,2332.569,2019.033,0.125898841,1.768689372,0.138351363,0.298745083,0.106718298,1.26,5348.483,1793.021,16.326,7314.6938,26.3274,1792.578,252.691,14.202,662.128,4.54,5348.483,592.14,136.604,728.744
3516.362,104.677,11.352,1319.211,275.675,632.145,2484.172,408.655,0.375163592,1.415506656,0.078397787,0.449912458,0.196204379,0,1405.04,1014.167,71.092,,11.3514,1014.167,43.003,4.82,0,1,1405.04,321.876,390.518,712.394
54793,5415,799,18259,6630,10759,33351,2355,0.333235997,1.642919253,0.121000858,0.337621991,0.208052217,0.25,31867,20901,1121,76835.3297,7.8928,17418,4799,27,3092,1.6,31867,3535,-3776,-241
25200.357,1960.169,23.34,2230.254,675.618,675.618,17537.307,4286.423,0.088500889,1.436957054,0.026809858,0.131727635,0.131727635,0,5128.901,7602.002,117.442,9533.8121,543.9635,7594.818,935.934,8.6,0,23.02,5128.901,716.792,-67.124,649.668
1656.952,8.614,12.488,924.772,220.183,942.827,1274.35,369.278,0.558116349,1.30023306,0.132884356,0.245784786,0.057399323,0.66,3835.986,382.602,46.847,479.9357,18.8855,382.602,51.426,23,329.524,2.28,3835.986,154.349,-54.675,99.674
5596.986,270.191,11.739,1269.541,660.898,1244.745,2755.989,3110.245,0.226825831,2.030844826,0.118081053,0.329444911,0.174918945,0.775,3778.31,2840.997,65.108,5163.2135,28.959,2840.997,303.389,15.4,1108.308,3.32,3778.31,363.339,-367.297,-3.958
25787.6,108.4,0,2164.7,2126.2,2126.2,18859,5156.5,0.083943446,1.367389575,0.08245048,0.109726329,0.109726329,1.4929,19377.3,6928.6,118.2,15864.722,11.7873,6928.6,1352.4,26.501,0,2.17,19377.3,1725.6,-855.4,870.2
3209.556,932.161,342.499,348.676,362.456,1444.401,1875.982,-314.061,0.108636833,1.710867162,0.112930262,0.913638917,0.229267293,0,1580.932,1333.574,34.121,5531.3485,4.5735,1333.574,146.934,6.1,56.394,0.67,1580.932,316.722,288.965,605.687
20947,580,349,10984,1955,4267,14584,-12799,0.524371032,1.436300055,0.093330787,0.62962963,0.288475727,0,6777,6363,654,16856.4062,18.6401,6363,131,13.5,0,1.71,6777,1161,-82,1079
2787.455,63.807,839.35,150,57.604,57.604,2253.723,420.129,0.053812528,1.23682236,0.020665446,0.057347999,0.057347999,0.44,1004.464,533.732,17.801,,38.712,527.644,6.199,3.434,862.398,0.82,1004.464,78.315,-108.404,-30.089
39532,331,1725,7363,3445,5481,15244,18626,0.186254174,2.593282603,0.087144592,0.345064216,0.216884916,1,15884,24288,309,34312.32,31.2587,24288,459,94.1,364,1.62,15884,3430,-1028,2402
3372.841,50.24,21.158,1495.822,391.987,1263.731,2296.354,196.194,0.443490221,1.468780946,0.116218642,0.367726579,0.114062279,0,3436.605,1076.487,37.641,6101.8361,6.1729,1076.487,87.507,4.5,215.669,0.87,3436.605,284.613,813.218,1097.831
17340.1,4121.6,605.9,6265.7,3090.1,7394.4,10815.3,7387.2,0.36134163,1.603293482,0.178205431,0.964017522,0.402860346,0,7670.4,6524.8,176.1,89510.372,8.154,6524.8,2820.7,6.012,393.1,2.66,7670.4,2806.3,-417.4,2388.9
4650.265,151.639,112.831,1152.882,585.76,1728.866,2328.067,2939.612,0.247917484,1.997479024,0.125962714,0.591546626,0.200422908,0.2613,2922.62,2322.198,46.91,7502.7599,16.4812,2321.279,-49.22,11.6,387.095,2.33,2922.62,560.401,-336.183,224.218
6607,882,7,3643,1368,3276,5270,348,0.551384895,1.25370019,0.207053125,0.680091343,0.283994187,0.288,4817,1337,121,21572.1438,2.6151,1311,452,10,1289,1.51,4817,626,-154,472
1573.392,326.365,52.64,860.711,238.087,516.479,1551.34,-55.62,0.547041678,1.014214808,0.151320841,0.450288013,0.207574213,1.5247,1146.997,22.052,166.196,2440.0163,-0.498,-57.027,48.658,1.09,90.323,0.36,1146.997,107.376,205.957,313.333
4775.34,951.6,196.862,1528.207,797.578,1163.551,2722.123,1262.548,0.320020564,1.754270472,0.167020149,0.360970206,0.247433842,0.95,3223.399,2053.217,64.754,4231.3006,19.3485,1786.373,459.773,1.231,306.802,4.5,3223.399,801.017,98.869,899.886
38848,1267,1195,4361,5050,5726,18273,13055,0.112258031,2.125978219,0.129993822,0.237672256,0.20961315,1.2,24092,20575,357,27052.795,20.356,20025,1435,5.774,1385,1.27,24092,5585,-6,5579
3704.278,246.879,0.536,1395,533.019,959.84,2441.407,457.253,0.376591606,1.517271803,0.143892818,0.282170109,0.156694896,0,3401.636,1262.871,78.987,2830.2892,21.4398,1262.871,-119.614,13,168.663,1.65,3401.636,297.366,-93.945,203.421
3673,29,86,1556,332,672,2670,392,0.423631909,1.375655431,0.090389328,0.188711036,0.093232238,0.16,3561,1003,107,661.1857,9.4812,893,-175,11,462,-0.03,3561,285,-105,180
2553.915,220.861,0,1006.957,214.516,625.358,2050.53,-1719.987,0.394279763,1.24549019,0.083994965,0.545424891,0.187096617,0,1146.552,503.385,127.503,289.3114,5.7766,503.385,262.287,6.2,19.491,0.08,1146.552,143.144,-588.059,-444.915
4405.618,1322.472,0.372,1001.026,756.32,1628.903,1975.707,2406.621,0.227215796,2.229894412,0.171671716,0.66386582,0.308241189,1.08,2453.663,2429.911,27,9616.9502,8.5428,2429.911,353.384,8.812,289.292,1.42,2453.663,776.107,-19.182,756.925
7027,968.9,1.6,2672.3,1216.8,1861.9,4089.1,2247.7,0.380290309,1.718471057,0.173160666,0.348311664,0.227630717,0.55,5345.5,2937.9,80.4,16674.9119,9.3822,2907.4,558.3,50.7,865.6,2.3,5345.5,880.9,14.1,895
1906.901,70.68,10.45,1114.481,207.907,332.86,1520.15,35.516,0.584446177,1.25441634,0.109028733,0.561241523,0.350555913,0,593.078,386.751,46.796,4044.807,3.4613,386.751,32.517,1.881,131.31,0.62,593.078,30.918,972.308,1003.226
1104,25,0,434,89,101,745,-310,0.393115942,1.481879195,0.080615942,0.084307179,0.074290484,2.1568,1198,359,30,1198.935,6.7103,359,-3,1.9,125,0.36,1198,29,-116,-87
3397,21,139,354,575,725,1368,1442,0.104209597,2.483187135,0.169267,0.188018672,0.149118257,0.28,3856,2029,23,5552.0397,24.2915,2029,217,7.56,586,3.07,3856,475,-55,420
10011.341,1702.205,327.071,879.616,432.045,1273.46,6694.631,2774.17,0.087861956,1.495428351,0.043155557,0.157854236,0.053554987,0.96,8067.316,3316.71,262.523,6755.7242,21.6812,3305.63,1384.67,42.003,947.967,9.76,8067.316,264.143,816.583,1080.726
13250,637,0,4690,2605,2605,8313,1456,0.353962264,1.593889089,0.196603774,0.490583804,0.490583804,1.0867,5310,4937,286,12780.6683,9.5276,4402,811,14,119,1.89,5310,1740,-496,1244
14926,1025,0,2665,2174,2620,6337,2583,0.178547501,2.355373205,0.145651883,0.605780347,0.50265896,0.08,4325,8589,188,22178.65,57.5906,8581,930,4.075,241,7.17,4325,2366,965,3331
6487.268,211.513,0.046,1151.819,338.253,1930.167,3173.516,1910.498,0.177550704,2.044189473,0.052141055,0.495836745,0.086893137,0,3892.747,3312.602,63.586,3348.9064,39.272,3301.991,-42.812,6.6,267.068,-0.63,3892.747,172.342,167.878,340.22
7182.5,699.2,45.2,423.9,812.7,3572,4239.5,1512.6,0.059018448,1.694185635,0.113150017,0.172038453,0.03914212,0.98,20762.8,2943,35.9,5325.0996,37.6752,2943,190.2,26,0,5.55,20762.8,306.2,-188.2,118
1155,39,104,455,86,350,936,-345,0.393939394,1.233974359,0.074458874,0.234741784,0.05767941,0,1491,219,52,321,2.19,219,-1,3.4,258,0.2,1491,22,43,65
26628,230,1043,10491,1693,1693,17516,1189,0.393983776,1.520210094,0.063579691,0.31346047,0.31346047,1.28,5401,9112,574,10752.8431,24.8952,6871,580,9.627,321,1.6,5401,982,3361,4343
9833,43,751,3305,960,1502,5955,-666,0.336113089,1.651217464,0.097630428,0.572626763,0.365993138,0.83,2623,3878,239,2893,8.5164,2342,348,2.786,71,0.47,2623,796,-503,293
3134.82,693.829,218.728,745,288.456,463.818,2256.582,493.128,0.237653199,1.389189491,0.092016767,0.494447542,0.307505013,4.74,938.053,878.238,35.189,2979.0746,12.7217,877.697,80.482,1.55,217.132,2.12,938.053,44.265,72.201,116.466
26702.511,1713.715,1250.011,12922.149,2075.467,3713.286,19074.237,-94.918,0.483930107,1.399925512,0.077725537,0.368309055,0.205858986,0,10081.984,7628.274,846.321,10503.823,8.3269,4090.917,-149.385,68.1,104.011,-0.29,10081.984,1127.008,308.077,1435.085
16702,351,102,7217,1529,1529,11095,3380,0.43210394,1.505362776,0.091545923,0.424722222,0.424722222,1.07,3600,5607,371,10782.3381,16.3441,4305,597,6.811,85,2.04,3600,1540,291,1831
21412,1307,1090,8345,3637,5087,15523,6911,0.389734728,1.379372544,0.169858024,0.363460989,0.25985996,1.5,13996,5889,487,23532.1188,12.7929,5866,1167,39.8,106,1.88,13996,2331,-2072,259
1032.731,158.459,2,196,89.921,89.921,512.798,-7.75,0.189788047,2.013913861,0.087071077,0.103468313,0.103468313,0,869.068,519.933,8.494,1273.8606,9.0932,518.276,-34.991,4.8,6.183,0.34,869.068,102.055,-4.314,97.741
1326.807,53.172,15.088,683.975,239.473,287.4,887.927,47.773,0.515504516,1.494274867,0.180488195,0.244572432,0.203787384,0,1175.112,438.88,67.516,789.9275,6.8283,438.88,29.243,1.43,146.576,1.77,1175.112,144.588,-175.752,-31.164
58795,464,478,18492,5160,5878,35570,-416,0.314516541,1.652937869,0.087762565,0.274186025,0.240694095,1.25,21438,22474,866,24271.04,17.6006,18287,-1447,35,5361,0.38,21438,5631,-3351,2280
2316.138,103.333,12.421,922.787,208.2,469.54,1206.649,570.31,0.398416243,1.919479484,0.089891017,0.215408641,0.095514927,0,2179.764,1109.489,58.374,1408.9005,28.3416,1109.489,142.241,1.3,1977.67,3.65,2179.764,-211.248,103.312,-107.936
21716.691,674.441,381.729,2179.937,992.694,992.694,17092.557,5915.96,0.100380716,1.270534947,0.045711108,0.141868575,0.141868575,1.43,6997.279,4624.134,128.174,6497.1537,36.2129,4589.945,643.043,7.521,14.2,5.07,6997.279,734.847,-69.773,665.074
16988.1,136.7,3.3,961.7,661.2,661.2,13064.1,2999.1,0.056610215,1.300365123,0.038921363,0.119550871,0.119550871,0.73,5530.7,3924,28.3,3817.6546,15.0375,3924,323.9,8,0,1.58,5530.7,-181.2,207.9,26.7
7301.8,580,347.1,2682.7,1185.9,2360.7,4463.6,3775.6,0.367402558,1.635854467,0.162412008,0.392690798,0.197268614,0,6011.6,2820.5,108.2,9128.34,33.3392,2820.5,434.5,36,139.5,6.38,6011.6,739,-200.6,538.4
27866,482,150,3442,-955,-667,10691,-301,0.123519701,2.606491441,-0.034271155,-0.194121071,-0.277939464,0.6,3436,17175,160,15067.5942,20.846,16960,-2167,10.652,772,-1.47,3436,1014,586,1600
1531.791,203.264,55.461,449.798,178.088,538.037,961.94,-21.344,0.293641887,1.592397655,0.116261292,0.071474877,0.023657886,1.0548,7527.638,569.851,22.921,1785.1584,6.9398,569.851,52.063,1.7,121.579,0.81,7527.638,171.19,168.852,340.042
60200,25,980,13022,9933,10300,31309,24459,0.216312292,1.922769811,0.165,0.546042517,0.526586439,0.875,18863,28891,535,39218.785,26.4609,28891,3938,7.657,665,3.6,18863,8459,2727,11186
79671,5495,840,12489,11386,11386,38068,21683,0.156757164,2.092860145,0.142912729,0.285635442,0.285635442,1.02,39862,41603,739,53287.9911,28.8086,41603,2944,13.98,3466,1.84,39862,8936,-1872,7064
2027.7,35.2,118.1,358.7,351.2,351.2,1234.6,422.7,0.176899936,1.642394298,0.173201164,0.169711027,0.169711027,0.625,2069.4,793.1,19.9,1198.682,10.1523,792.1,132.2,8.5,94.2,2.14,2069.4,334.8,-44.8,290
45550,3689,606,5780,7102,7826,24306,21679,0.126893524,1.874022875,0.155916575,0.059811684,0.054278377,1.05,130844,21244,467,25457.8005,40.2042,20677,2913,10.065,6623,7,130844,4241,-1930,2311
1661.75,24.42,23.86,615.47,187.74,418.29,1071.12,-216.63,0.370374605,1.551413474,0.112977283,0.279031139,0.125236812,0,1499.08,590.63,15.02,1416.8112,13.0439,590.63,50.86,7,294.63,2.11,1499.08,123.4,284.11,407.51
2908.07,509.137,98.946,765.006,524.803,1027.522,1421.619,1391.543,0.263063131,2.045604343,0.180464363,0.478414092,0.2443482,1.07,2147.767,1486.451,41.895,6131.1454,18.8717,1486.451,190.413,6.712,237.631,3.63,2147.767,367.961,-184.072,183.889
4956.458,470.048,45.625,1152.846,529.356,529.356,2842.713,1768.201,0.232594728,1.743566093,0.106801268,0.33592927,0.33592927,0.41,1575.796,2113.745,28.408,4722.1243,14.7314,2113.745,206.896,7.591,0,1.7,1575.796,385.019,589.39,974.409
588659,28386,77921,4913,7718,17872,553255,18612,0.008346088,1.063992192,0.013111156,0.839139825,0.362381444,3.08,21298,35404,1715,53046.8565,48.1827,31273,5215,46.778,4903,6.46,21298,-2927,-465,-3392
414903,2694,32976,43761,5109,12816,396120,9731,0.105472845,1.047417449,0.012313722,0.749912229,0.298946752,3.94,17090,18783,681,40851.1369,44.2999,17588,3363,44.424,47061,8.8,17090,-16571,-1833,-18404
805666,5828,125879,4871,10159,22031,756455,29558,0.00604593,1.065054762,0.012609444,0.729865827,0.336557893,2.56,30185,49211,1062,83968.4896,36.9601,44965,7632,86.932,95363,5.46,30185,4944,-4186,758
373843,3989,7797,6453,4828,4828,344941,13554,0.017261257,1.083788242,0.012914512,0.115571514,0.115571514,1.4,41775,28902,413,,20.2874,14439,2189,24.05,0,3.05,41775,6136,-1136,5000
205429,8086,43873,3353,2839,6033,194927,6139,0.016321941,1.053876579,0.01381986,0.807414347,0.37995182,2.34,7472,10502,821,17347.366,25.764,8484,1567,19.955,43200,4.5,7472,4147,-712,3435
940550,17421,126138,7859,14883,31738,886047,34033,0.008355749,1.061512538,0.01582372,0.758393271,0.355635738,2.84,41849,54503,2030,115464.4313,33.6873,48615,9825,78,151380,6.12,41849,15174,-5284,9890
30597,1018,534,7576,3494,3494,15938,4021,0.247605974,1.919751537,0.114194202,0.277147616,0.277147616,1.32,12607,14659,406,32111.2854,17.673,14068,50,53,37,1.7,12607,2366,-1570,796
944742,2781,98132,7785,12391,27371,888511,32521,0.008240345,1.06328678,0.01311575,0.823410848,0.372762552,2.27,33241,56231,2031,102319.962,28.4517,52482,9095,81.137,101173,4.19,33241,25967,6565,32532
27547,8348,4446,10565,6750,16391,25805,-1496,0.383526337,1.067506297,0.245035757,0.821192385,0.338176353,1.66,19960,1742,288,104140.4962,1.0946,1742,185,26,1124,2.66,19960,3549,-3293,256
34848.681,126.247,3036.044,4785.122,393.573,966.405,33304.071,859.032,0.137311424,1.046379015,0.01129377,0.662690135,0.269883687,2.06,1458.306,1544.61,134.34,1434.9939,45.7788,1324.977,149.7,3.7,1980.436,5.12,1458.306,622.868,-65.118,557.75
9150.2,1094.1,243.7,1475,1346.1,1856.8,6120.9,1659.7,0.161198662,1.494910879,0.147111539,0.104742403,0.075933729,0.8,17727.3,3029.3,67.5,7652.3978,37.9226,2958.8,336.5,125.2,853.7,9.53,17727.3,927.8,-160.8,767
34762.687,2087.213,6.579,5903.354,8845.605,13606.553,17050.105,14740.042,0.169818691,2.038854717,0.254456884,0.778696216,0.506229545,0.5113,17473.506,17712.582,258.628,50481.5207,32.3048,17712.582,2476.597,3,706.597,5.36,17473.506,8649.155,-327.734,8321.421
1220.485,163.549,0,301.415,195.399,508.061,728.097,89.216,0.246963297,1.676267036,0.160099469,0.142165389,0.054676456,0,3573.732,492.388,22.049,1464.3787,12.4915,492.388,33.76,5.67,394.461,2.03,3573.732,101.843,-0.139,101.704
17724,215,1032,3213,2821,3079,8932,6926,0.181279621,1.984326019,0.159162717,0.432747716,0.396486297,1.4,7115,8792,198,29324.1828,10.5897,8792,1257,5.136,646,1.82,7115,2614,-1867,747
3550,1,25.3,2278.2,372.6,520.4,3021.1,-576.1,0.641746479,1.175068684,0.104957746,0.370919458,0.26557377,0,1403,528.9,143.1,,528900,528.9,-18.1,5.4,9.1,-0.08,1403,243.2,-53,190.2
4133.113,234.217,252.278,1484.828,320.905,566.246,2355.952,104.038,0.359251731,1.754328187,0.077642445,0.20906783,0.118483684,0,2708.432,1777.161,88.782,624.5223,14.4701,478.396,61.011,1.303,2744.005,1.84,2708.432,-133.69,309.327,175.637
4464.176,90.751,0,263.44,150.864,150.864,3436.952,834.225,0.05901201,1.298876446,0.033794367,0.148849912,0.148849912,0,1013.531,1027.224,15.413,1047.3685,71.9294,1027.224,113.528,0.651,0,6.22,1013.531,222.492,1.22,223.712
6581.55,23.959,3.1,381.897,210.237,210.237,5305.964,1333.228,0.058025389,1.240406079,0.031943387,0.104425065,0.104425065,0.53,2013.281,1275.586,22.086,,22.5388,1275.586,136.764,2.2,0,2.43,2013.281,232.763,-39.529,193.234
5652.964,164.188,24.607,2852.531,370.351,1330.191,4166.992,-162.319,0.504608025,1.356605436,0.065514481,0.264577784,0.073663592,0.48,5027.599,1485.972,95.079,1272.1819,20.6049,1441.867,-82.136,61.5,25.702,1.08,5027.599,105.471,1705.636,1811.107
518.397,142.01,2.25,219.541,44.104,75.539,261.984,11.512,0.42349975,1.978735343,0.085077653,0.674521605,0.393824393,0,111.989,256.413,11.925,598.9425,5.7752,256.413,10.607,0.293,0,0.23,111.989,23.274,46.966,70.24
3641,368,77,1227,443,1271,2086,346,0.336995331,1.745445829,0.121669871,0.117936346,0.041106059,0.25,10777,1555,45,3365.0348,10.5363,813,144,13.496,221,2.63,10777,355,-36,319
3114.797,848.136,0,813.88,364.147,381.899,1203.871,136.463,0.261294717,2.58731791,0.116908742,0.790774481,0.75401652,0,482.943,1910.926,62.979,4298.3774,7.7755,1910.926,144.2,0.075,0,0.72,482.943,301.909,1255.051,1556.96
3644.821,1196.789,56.876,1458.171,353.35,635.303,3689.596,-250.491,0.40006656,0.987864525,0.096945776,0.143207956,0.079651019,0,4436.227,-44.775,73.816,1723.8192,-0.496,-52.035,-96.808,9.5,522.763,0.95,4436.227,256.541,911.205,1167.746
675.979,33.462,9.505,220.105,34.688,80.838,310.774,28.423,0.325609228,2.17514657,0.051315204,0.223067838,0.095719552,0,362.392,365.205,10.874,360.7373,17.494,365.205,20.022,0.397,561.039,0.98,362.392,-129.671,286.847,157.176
12864.8,707.8,21.2,3951.5,586.5,1504.7,7906.8,-220.1,0.30715596,1.627055193,0.045589516,0.592308298,0.230869154,0,2540.4,4958,82.6,10451.0895,42.7672,4958,-362.1,5.5,396.6,1.21,2540.4,373.4,2953.9,3327.3
6830.654,578.768,3219.283,428.959,234.121,234.121,5308.077,274.913,0.062799111,1.286841544,0.034275049,0.179372139,0.179372139,0,1305.225,1522.577,74.058,1361.419,13.0291,1522.577,61.834,1.093,2707.371,0.47,1305.225,242.524,-349.925,-107.401
